Model,Epochs,Embedding Size,Threshold,Random Seed,Train Loss,Val Loss,Correct Normal Predictions,Correct Anomaly Predictions,Total Time (s),AUC Score
RAE,50,64,26,1368505077,20.848060793571058,22.46724355601829,175,219,1396.1,0.9884280978294864
FF,50,64,26,3020926057,11.04587644091156,12.877404347946655,204,217,188.79,0.9672650695356645
FF,150,64,26,339211023,11.92406584744682,12.417675571354557,214,219,738.06,0.9915764892308334
