Model,Epochs,Embedding Size,Threshold,Random Seed,Train Loss,Val Loss,Correct Normal Predictions,Correct Anomaly Predictions,Total Time (s),AUC Score
FF,50,64,26,1430935717,12.444811046243627,12.932867466042575,214,216,162.0,0.9916598903275577
FF,50,64,26,1430935717,13.211451547754143,13.474727898427885,208,218,159.26,0.99207689581118
FF,50,64,26,1430935717,13.483365323167806,13.508982299125357,212,217,162.81,0.9879902420716833
FF,50,64,26,1430935717,13.324498958618397,14.596019609878052,211,218,160.29,0.9888868038614708
FF,50,64,26,1430935717,11.85713360992856,12.578791385371936,216,219,162.5,0.9929526073267864
FF,50,64,26,1430935717,13.33294177526238,14.485586584430852,206,218,162.4,0.9918683930693688
FF,50,64,26,1430935717,13.139536530488156,13.154183128653052,204,219,163.48,0.9938491691165738
FF,50,64,26,1430935717,11.15937434872616,11.495678618618342,212,215,162.99,0.9759387835950043
FF,50,64,26,1430935717,11.901213232906823,12.300889180675489,206,219,163.17,0.9896374137319905
FF,50,64,26,1430935717,11.788418355847213,12.625712279315408,212,217,162.86,0.9885949000229354
FF,50,64,26,1430935717,13.232934445346954,13.347353604286228,209,219,162.29,0.9885740497487541
FF,50,64,26,1430935717,13.065932503154036,13.82226343024267,205,217,162.7,0.9773774525135006
FF,50,64,26,1430935717,12.798166265414636,12.845591420996678,208,218,162.97,0.9836325347678321
FF,50,64,26,1430935717,11.879931354561144,11.979327336838256,209,218,162.85,0.9802547903504931
FF,50,64,26,1430935717,11.927227298755023,12.298312204613532,216,219,162.86,0.994641479535456
FF,50,64,26,1430935717,12.580411014995091,12.786350352579056,210,216,162.09,0.9906799274410457
FF,50,64,26,1430935717,11.850980889744356,12.675315075269028,209,218,162.7,0.9870728300077145
FF,50,64,26,1430935717,11.825814951720233,12.666206329380541,211,217,162.11,0.9860303162986593
FF,50,64,26,1430935717,11.303212555028507,11.69719204619595,214,217,163.42,0.9906590771668646
